0,0.054335,0.1415482,0,0,1,0.0241044
0,0.05370909,0.1423929,0,0,1,0.0488901
0,0.05337822,0.1427457,0,0,1,0.07086121
0,0.05310762,0.1430508,0,0,1,0.08979271
0,0.05285728,0.1433496,0,0,1,0.1083213
0,0.05261254,0.1439593,0,0,1,0.1276089
0,0.05239105,0.145871,0,0,1,0.1463199
0,0.05218053,0.1503782,0,0,1,0.1654743
0,0.05186868,0.1572993,0,0,1,0.1843545
0,0.05153435,0.1644827,0,0,1,0.2036409
0,0.05158979,0.1725608,0,0,1,0.2249664
0,0.05164409,0.1724818,0,0,1,0.2428542
0,0.05170435,0.1723241,0,0,1,0.2609637
0,0.0517689,0.1721423,0,0,1,0.2788236
0,0.05184072,0.175176,0,0,1,0.2975184
0,0.0519188,0.1773887,0,0,1,0.3168543
0,0.05201072,0.1770387,0,0,1,0.3390909
0,0.05209756,0.1766785,0,0,1,0.3588063
0,0.05218625,0.1766192,0,0,1,0.3786585
0,0.05228037,0.1765919,0,0,1,0.4000119
0,0.05224681,0.1760427,0,0,1,0.4205955
0,0.05204797,0.1755105,0,0,1,0.4384392
0,0.05184633,0.1745045,0,0,1,0.4595385
0,0.05170423,0.1738564,0,0,1,0.4772058
0,0.05166459,0.1731234,0,0,1,0.4954571
0,0.0517199,0.1722738,0,0,1,0.5147756
0,0.05176252,0.1706555,0,0,1,0.5338751
0,0.05179155,0.1696871,0,0,1,0.5523092
0,0.0518049,0.1686264,0,0,1,0.5709077
0,0.05179834,0.1666505,0,0,1,0.5904029
0,0.05177289,0.1654063,0,0,1,0.6089357
0,0.0517177,0.1639652,0,0,1,0.628787
0,0.05163747,0.1619868,0,0,1,0.6480041
0,0.05152273,0.1601846,0,0,1,0.6676568
0,0.05138743,0.1585291,0,0,1,0.6858323
0,0.05123621,0.156357,0,0,1,0.7051433
0,0.05122733,0.1540239,0,0,1,0.7263893
0,0.05121267,0.1519276,0,0,1,0.744957
0,0.05118096,0.1494257,0,0,1,0.7649394
0,0.05103487,0.147193,0,0,1,0.7822739
0,0.05062693,0.1446574,0,0,1,0.8008149
0,0.0500977,0.141969,0,0,1,0.8214912
0,0.04955828,0.139061,0,0,1,0.8401833
0,0.04897314,0.1362702,0,0,1,0.8582826
0,0.04829454,0.1335034,0,0,1,0.8770086
0,0.0474751,0.1297677,0,0,1,0.8971205
0,0.04643297,0.1256657,0,0,1,0.870899
0,0.04533422,0.1198698,0,0,1,0.8419622
0,0.0446229,0.116708,0,0,1,0.8221613
0,0.04392022,0.1123135,0,0,1,0.8015192
0,0.04327911,0.1084666,0,0,1,0.781379
0,0.04275376,0.1060877,0,0,1,0.7636301
0,0.04235369,0.1034513,0,0,1,0.7449251
0,0.04204267,0.1005363,0,0,1,0.7245602
0,0.04179579,0.102104,0,0,1,0.7064249
0,0.04157603,0.1054355,0,0,1,0.6879848
0,0.04137284,0.1086194,0,0,1,0.6695266
0,0.04118508,0.1081233,0,0,1,0.6510242
0,0.04105401,0.1037052,0,0,1,0.6327794
0,0.04097676,0.1027455,0,0,1,0.6135203
0,0.04096907,0.1012511,0,0,1,0.5930213
0,0.04103094,0.09693599,0,0,1,0.5741009
0,0.04116786,0.09266281,0,0,1,0.5547023
0,0.0413878,0.09141511,0,0,1,0.5338427
0,0.04162085,0.09003264,0,0,1,0.5143127
0,0.04189759,0.09050918,0,0,1,0.4960418
0,0.04228193,0.09490985,0,0,1,0.4755923
0,0.04277575,0.0946517,0,0,1,0.4559756
0,0.04349399,0.09094781,0,0,1,0.437357
0,0.04436976,0.09184647,0,0,1,0.4174595
0,0.04537261,0.092686,0,0,1,0.3973133
0,0.04643613,0.09030157,0,0,1,0.378119
0,0.04754519,0.08682573,0,0,1,0.3598871
0,0.04878026,0.08329862,0,0,1,0.3412778
0,0.0501399,0.08187568,0,0,1,0.3223973
0,0.05168122,0.08106768,0,0,1,0.3026261
0,0.05326295,0.08120692,0,0,1,0.2837639
0,0.05500382,0.08376575,0,0,1,0.2643677
0,0.05683649,0.08620787,0,0,1,0.24521
0,0.05806208,0.08861893,0,0,1,0.2256467
0,0.05980515,0.08677721,0,0,1,0.2062439
0,0.06199068,0.08267897,0,0,1,0.1870082
0,0.06419891,0.07964444,0,0,1,0.1685054
0,0.06695247,0.07975417,0,0,1,0.1466348
0,0.06948143,0.07983172,0,0,1,0.1274549
0,0.0721342,0.07869095,0,0,1,0.1081757
0,0.07410127,0.07751089,0,0,1,0.08924899
0,0.07568097,0.07640541,0,0,1,0.07116319
0,0.07861876,0.07566988,0,0,1,0.05208829
0,0.08146995,0.07774216,0,0,1,0.03416689
0,0.08454996,0.079844,0,0,1,0.01542829
0,0.291921,0.1688131,0,0,1,0.0226428
0,0.2892696,0.1684459,0,0,1,0.0467574
0,0.2869401,0.16843,0,0,1,0.0665877
0,0.2847781,0.1689582,0,0,1,0.0855258
0,0.2827197,0.1694821,0,0,1,0.1040994
0,0.2805179,0.1700662,0,0,1,0.1246566
0,0.2784198,0.1706453,0,0,1,0.1449504
0,0.2762279,0.1712754,0,0,1,0.1670157
0,0.2742667,0.1719159,0,0,1,0.1875855
0,0.2727149,0.1725192,0,0,1,0.2060304
